userName,gender,city,min_experience,job_title,education,skills_name,level
Hudson,Female,Oranjestad,3.8,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies",Advanced Level
Napolitano,Male,Tirana,3.9,Civil Engineer, Ph.D. in Civil Engineering,", effective communication, knowledge of relevant engineering codes and standards, familiarity with construction materials and methods, ability to interpret technical drawings and blueprints, and commitment to safety regulations and environmental sustainability.  strong analytical skills, leadership abilities",Advanced Level
Jamieson,Female,Djibouti (city),4,Civil Engineer,B.E in Civil Engineering,"proficiency in structural design, construction management, project planning and scheduling, AutoCAD proficiency, cost estimation, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards",Advanced Level
Foster,Male,Tarawa,4.1,Civil Engineer,M.Eng in Civil Engineering,"Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista. 
Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability ",Advanced Level
Moretti,Female,Buenos Aires,4.2,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Effective communication, Attention to detail, Teamwork",Advanced Level
Chiedozie,Male,Yaounde,4.3,Civil Engineer,Ph.D. in Civil Engineering,"Teamwork, Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles",Advanced Level
Okwukwe,Female,Dublin,4.4,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies",Advanced Level
Lumholtz,Male,Helsinki,4.5,Civil Engineer,M.Sc. in Civil Engineering,Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.,Advanced Level
Wan,Male,Majuro,4.6,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations",Advanced Level
De Bernales,Female,Nouakchott,4.7,Civil Engineer, Ph.D. in Civil Engineering,"Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles, Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.",Advanced Level
Edmondson,Female,Kuala Lumpur,2,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies, Autocad, Catia, maintenance, photoshop",Advanced Level
Millar,Male,Victoria,4.9,Civil Engineer,M.Eng in Civil Engineering,"Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries",Advanced Level
Dickson,Female,Naypyidaw,3.7,Civil Engineer,B.E in Civil Engineering,"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility. COMPUTER SKILL â¢ AUTOCAD 2D, 3D â¢ CIVIL 3D
",Advanced Level
Toscani,Male,Buenos Aires,3.8,Civil Engineer,Ph.D. in Civil Engineering,"familiarity with construction materials and methods, ability to interpret technical drawings and blueprints, and commitment to safety regulations and environmental sustainability.  strong analytical skills, leadership abilities, and adaptability to diverse project requirements",Advanced Level
Pan,Female,Yerevan,3.9,Civil Engineer,B.E in Civil Engineering,"proficiency in structural design, construction management, project planning and scheduling, AutoCAD proficiency, cost estimation, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards",Advanced Level
Chigozie,Male,Managua,4,Civil Engineer,M.Sc. in Civil Engineering,"Autocad, Catia, maintenance, photoshop
Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries 
",Advanced Level
Sagese,Female,Pristina,4.1,Civil Engineer,B.E in Civil Engineering,"Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries
Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.",Advanced Level
Reilly,Male,Juba,4.2,Civil Engineer, Ph.D. in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Effective communication, Attention to detail, Teamwork, Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles",Advanced Level
Yen,Male,Dhaka,4.3,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies",Advanced Level
Kapustin,Female,Yaren District (de facto),4.4,Civil Engineer,M.Eng in Civil Engineering,"Autocad, Catia, maintenance, photoshop
Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries
Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista",Advanced Level
Singh,Female,Honiara,4.5,Civil Engineer,B.E in Civil Engineering,"analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Effective communication, Attention to detail, Teamwork, Geotechnical engineering expertise, Budgeting and cost estimation",Advanced Level
Genovese,Male,Apia,4.6,Civil Engineer,Ph.D. in Civil Engineering,"Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista. 
Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies 
",Advanced Level
Boyle,Female,Vienna,4.7,Civil Engineer,B.E in Civil Engineering,"proficiency in structural design, construction management, project planning and scheduling, AutoCAD proficiency, cost estimation, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards",Advanced Level
Blair,Male,Guatemala City,4.8,Civil Engineer,M.Sc. in Civil Engineering,"Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista. 
Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability ",Advanced Level
Okagbue,Female,Tirana,4.9,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Effective communication, Attention to detail, Teamwork",Advanced Level
Khan,Male,Marigot,3.7,Civil Engineer, Ph.D. in Civil Engineering,"Teamwork, Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles",Advanced Level
Robertson,Female,Antananarivo,3.8,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies",Advanced Level
Tikhonov,Male,Amman,3.9,Civil Engineer,M.Eng in Civil Engineering,Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.,Advanced Level
MacDonald,Male,Lisbon,4,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations",Advanced Level
Ah Mouy,Female,Yerevan,4.1,Civil Engineer,Ph.D. in Civil Engineering,"Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles, Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.",Advanced Level
Barese,Female,Seoul,4.2,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies, Autocad, Catia, maintenance, photoshop",Advanced Level
Winter-Irving,Male,Papeete,4.3,Civil Engineer,M.Sc. in Civil Engineering,"Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries",Advanced Level
Wilson,Female,Belgrade,6.2,Civil Engineer,B.E in Civil Engineering,"PERSONAL SKILLS â¢ Passionate towards learning new skills. â¢ Hardworking, sense of responsibility. COMPUTER SKILL â¢ AUTOCAD 2D, 3D â¢ CIVIL 3D
",Advanced Level
Iloerika,Male,Abu Dhabi,4.5,Civil Engineer, Ph.D. in Civil Engineering,"proficiency in structural design, construction management, project planning and scheduling, AutoCAD proficiency, cost estimation, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards, familiarity with construction materials and methods, ability to interpret technical drawings and blueprints, and commitment to safety regulations and environmental sustainability.  strong analytical skills, leadership abilities, and adaptability to diverse project requirements",Advanced Level
Davison,Female,Monrovia,4.6,Civil Engineer,B.E in Civil Engineering,"Autocad, Catia, maintenance, photoshop
Resolving design and development problems, Managing budgets and project resources, Scheduling material and equipment purchases and deliveries
",Advanced Level
Hamilton,Male,Nassau,4.7,Civil Engineer,M.Eng in Civil Engineering,"SKILLS â¢ 1.Autocad â¢ 2.Pro v â¢ 3.Catia â¢ 4.word, excel â¢ 5.Photoshop INDUSTRIAL EXPOSURE Industrial Visit at: â¢ Larsen & Tubro (L & T)-3 months industrial training Inplant Training at: â¢ Ashoka Buildcon-Training for infrastructure setup and maintenance",Advanced Level
Nnachetam,Female,Bucharest,4.8,Civil Engineer,B.E in Civil Engineering,"Computer Skills â¢ Holder of valid KSA license â¢ Basic Computer â¢ MS Office â¢ Autocad 2006, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards, familiarity with construction materials and methods,",Advanced Level
Blue,Male,Lusaka,4.9,Civil Engineer,Ph.D. in Civil Engineering,Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista.,Advanced Level
Madukwe,Male,Amman,3.7,Civil Engineer,B.E in Civil Engineering,"Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability â¢ Knowledge of 5M ( Minutes, Manpower, Material, Machine, Management ) â¢ Manage development of program strategies",Advanced Level
Mills,Female,Skopje,3.8,Civil Engineer,M.Sc. in Civil Engineering,"effective communication, knowledge of relevant engineering codes and standards, familiarity with construction materials and methods, ability to interpret technical drawings and blueprints, and commitment to safety regulations and environmental sustainability.  strong analytical skills, leadership abilities, Autocad, Catia, maintenance, photoshop",Advanced Level
Ferrari,Female,Tripoli,3.9,Civil Engineer,B.E in Civil Engineering,"proficiency in structural design, construction management, project planning and scheduling, AutoCAD proficiency, cost estimation, risk assessment, problem-solving, attention to detail, teamwork, effective communication, knowledge of relevant engineering codes and standards",Advanced Level
Nixon,Male,Cairo,4,Civil Engineer, Ph.D. in Civil Engineering,"Drafting tools: AutoCAD. â¢ Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista. 
Excellent communication skills. â¢ Hardworking Sincerity and Honesty â¢ Individual & team working Capability ",Advanced Level
Manfrin,Female,Nouakchott,4.1,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Effective communication, Attention to detail, Teamwork",Advanced Level
McCartney,Male,Tashkent,4.2,Civil Engineer,M.Eng in Civil Engineering,"Teamwork, Geotechnical engineering expertise, Budgeting and cost estimation, Time management, Environmental awareness and sustainability principles",Advanced Level
Robinson,Female,Tegucigalpa,4.3,Civil Engineer,B.E in Civil Engineering,"Structural analysis and design, AutoCAD proficiency, Project management, Problem-solving abilities, Construction site supervision, Knowledge of building codes and regulations, Drafting tools: AutoCAD. Packages: MS Office Applications â¢ Operating systems: Windows 9x/2000/XP/Vista. ",Advanced Level
Nkemdirim,Male,Bissau,4.4,Civil Engineer,Ph.D. in Civil Engineering,"Advanced proficiency in geotechnical engineering, software expertise in SAP2000 and ETABS, extensive experience in foundation design, seismic analysis, risk management, environmental impact assessment, GIS applications, innovative problem-solving, strong publication record, mentoring capabilities.",Advanced Level
Sal,Female,Paris,4.5,Civil Engineer,B.E in Civil Engineering,"Expertise in structural dynamics, vibration analysis, wind engineering, dynamic response prediction, seismic design considerations, modal analysis, damping systems design, performance-based design criteria.",Advanced Level
Hargreaves,Male,Abu Dhabi,4.6,Civil Engineer,M.Sc. in Civil Engineering," Proficiency in construction management software (Procore), field data collection apps, quality control/assurance, schedule tracking, subcontractor coordination, safety management, progress reporting, client communication.",Advanced Level
Sievier,Male,Oslo,4.7,Civil Engineer,B.E in Civil Engineering,"Proficiency in hydraulic modeling software (InfoWorks ICM), flood risk assessment, drainage network design, stormwater management, climate change adaptation strategies.",Advanced Level
Murphy,Female,Bishkek,5,Civil Engineer, Ph.D. in Civil Engineering,"Expertise in construction claims management, delay analysis, dispute resolution, contract administration, claims negotiation, expert witness testimony, construction law knowledge.",Expert Level
Donnelly,Male,Port Moresby,5.1,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in structural fire engineering, fire dynamics modeling, fire protection systems design, evacuation analysis, performance-based fire design, code development, fire safety consulting.",Expert Level
North,Female,Caracas,5.2,Civil Engineer,M.Eng in Civil Engineering,"Specialization in pavement engineering, asphalt mix design, pavement management systems, pavement performance evaluation, pavement rehabilitation techniques, traffic loading analysis.",Expert Level
Cruz,Male,Port Moresby,4,Civil Engineer,B.E in Civil Engineering,"Proficiency in environmental remediation technologies, groundwater remediation, soil vapor extraction, in-situ treatment methods, risk-based corrective action, remediation system optimization, regulatory negotiation.",Expert Level
Sinclair,Female,Lima,5.4,Civil Engineer,Ph.D. in Civil Engineering," Expertise in construction safety management, OSHA regulations, safety training programs, job hazard analysis, safety inspections, incident investigation, safety culture promotion.",Expert Level
Vasiliev,Male,Beirut,5.5,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in computational fluid dynamics (CFD), turbulence modeling, multiphase flow simulation, fluid-structure interaction, software development, high-performance computing.",Expert Level
Vasilyeva,Male,Libreville,5.6,Civil Engineer,M.Sc. in Civil Engineering,"Specialization in land development planning, site layout design, grading design, stormwater management, utility coordination, site feasibility analysis, rezoning applications.",Expert Level
Sung,Female,Bratislava,5.7,Civil Engineer,B.E in Civil Engineering,"Proficiency in transportation modeling software (VISUM), demand forecasting, mode choice analysis, transit planning, transportation network design, traffic simulation, infrastructure prioritization",Expert Level
Genovesi,Male,Moroni,5.8,Civil Engineer, Ph.D. in Civil Engineering," Expertise in environmental compliance auditing, regulatory reporting, environmental management systems (EMS), pollution prevention, sustainability initiatives, environmental due diligence.",Expert Level
Atkinson,Male,Pristina,5.9,Civil Engineer,B.E in Civil Engineering,"Advanced proficiency in structural health monitoring, sensor networks, data analytics, machine learning applications, predictive maintenance algorithms, smart infrastructure technologies.",Expert Level
Watterston,Female,Paramaribo,6,Civil Engineer,M.Eng in Civil Engineering,"Specialization in earthquake-resistant design, seismic retrofit strategies, performance-based seismic design, liquefaction analysis, soil-structure interaction modeling.",Expert Level
Butters,Male,Rome,6.1,Civil Engineer,B.E in Civil Engineering,"Proficiency in construction cost management software (CostX), cost forecasting, value engineering, change order management, earned value analysis, budget tracking.",Expert Level
Chien,Male,Lima,3.8,Civil Engineer,Ph.D. in Civil Engineering,"Expertise in water distribution system modeling, network analysis, hydraulic transient analysis, pump station design, water quality modeling, GIS integration.",Expert Level
Gorbunova,Female,Budapest,6.3,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in computational mechanics, finite element analysis (FEA), nonlinear structural analysis, material modeling, code development, research publication, collaboration with academia, grant writing.",Expert Level
Bulgakov,Male,Paris,6.4,Civil Engineer,M.Sc. in Civil Engineering,"Specialization in soil stabilization techniques, soil reinforcement, ground improvement, grouting methods, deep soil mixing, soil nailing.",Expert Level
Steele,Female,Oslo,6.5,Civil Engineer,B.E in Civil Engineering,"Proficiency in geospatial analytics software (ENVI), image processing, remote sensing applications, spatial statistics, satellite imagery interpretation, GIS modeling.",Expert Level
Polyakova,Female,Belmopan,6.6,Civil Engineer, Ph.D. in Civil Engineering,"Expertise in construction project management, scheduling, resource allocation, budgeting, risk management, quality control, stakeholder communication, procurement.",Expert Level
Bull,Male,Santo Domingo,6.7,Civil Engineer,B.E in Civil Engineering,"Advanced proficiency in geotechnical earthquake engineering, liquefaction analysis, ground motion modeling, seismic hazard assessment, soil-structure interaction, performance-based design.",Expert Level
Weaver,Female,Porto-Novo,6.8,Civil Engineer,M.Eng in Civil Engineering,"Specialization in sustainable transportation planning, active transportation design, complete streets principles, bike lane design, pedestrian safety analysis, transit-oriented development.",Expert Level
Giordano,Male,Maseru,6.9,Civil Engineer,B.E in Civil Engineering,"Proficiency in hydraulic modeling software (InfoWorks ICM), flood risk assessment, drainage network design, stormwater management, climate change adaptation strategies.",Expert Level
Begg,Male,Copenhagen,7,Civil Engineer,Ph.D. in Civil Engineering,"Expertise in construction claims management, delay analysis, dispute resolution, contract administration, claims negotiation, expert witness testimony, construction law knowledge.",Expert Level
Chang,Male,Apia,7.1,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in structural fire engineering, fire dynamics modeling, fire protection systems design, evacuation analysis, performance-based fire design, code development, fire safety consulting",Expert Level
Sopuluchi,Male,Kyiv (also known as Kiev),7.2,Civil Engineer,M.Sc. in Civil Engineering,"Specialization in pavement engineering, asphalt mix design, pavement management systems, pavement performance evaluation, pavement rehabilitation techniques, traffic loading analysis.",Expert Level
McNaughtan,Male,Nicosia,7.3,Civil Engineer,B.E in Civil Engineering,"Proficiency in environmental remediation technologies, groundwater remediation, soil vapor extraction, in-situ treatment methods, risk-based corrective action, remediation system optimization, regulatory negotiation.",Expert Level
Reagan,Female,Berlin,7.4,Civil Engineer, Ph.D. in Civil Engineering,"Expertise in construction safety management, OSHA regulations, safety training programs, job hazard analysis, safety inspections, incident investigation, safety culture promotion.",Expert Level
Heller,Male,Yerevan,7.5,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in computational fluid dynamics (CFD), turbulence modeling, multiphase flow simulation, fluid-structure interaction, software development, high-performance computing.",Expert Level
Nwokeocha,Female,Castries,7.6,Civil Engineer,M.Eng in Civil Engineering,"Specialization in land development planning, site layout design, grading design, stormwater management, utility coordination, site feasibility analysis, rezoning applications.",Expert Level
Sokolova,Male,Riga,7.7,Civil Engineer,B.E in Civil Engineering,"Proficiency in transportation modeling software (VISUM), demand forecasting, mode choice analysis, transit planning, transportation network design, traffic simulation, infrastructure prioritization.",Expert Level
Bancroft,Female,Singapore,7.8,Civil Engineer,Ph.D. in Civil Engineering,"Expertise in environmental compliance auditing, regulatory reporting, environmental management systems (EMS), pollution prevention, sustainability initiatives, environmental due diligence.",Expert Level
Nnanna,Male,Tashkent,7.9,Civil Engineer,B.E in Civil Engineering,"Advanced proficiency in structural health monitoring, sensor networks, data analytics, machine learning applications, predictive maintenance algorithms, smart infrastructure technologies.",Expert Level
Trevisani,Male,Nuku?alofa,8,Civil Engineer,M.Sc. in Civil Engineering,"Specialization in earthquake-resistant design, seismic retrofit strategies, performance-based seismic design, liquefaction analysis, soil-structure interaction modeling.",Expert Level
Nwachinemelu,Female,Port Vila,5,Civil Engineer,B.E in Civil Engineering,"Proficiency in construction cost management software (CostX), cost forecasting, value engineering, change order management, earned value analysis, budget tracking.",Expert Level
Ting,Male,Castries,6,Civil Engineer, Ph.D. in Civil Engineering,"Expertise in water distribution system modeling, network analysis, hydraulic transient analysis, pump station design, water quality modeling, GIS integration.",Expert Level
Lo Duca,Male,Islamabad,7,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in computational mechanics, finite element analysis (FEA), nonlinear structural analysis, material modeling, code development, research publication, collaboration with academia, grant writing.",Expert Level
Marshall,Female,San Marino,8,Civil Engineer,M.Eng in Civil Engineering,"Specialization in soil stabilization techniques, soil reinforcement, ground improvement, grouting methods, deep soil mixing, soil nailing.",Expert Level
Band,Male,Port of Spain,5.6,Civil Engineer,B.E in Civil Engineering,"Proficiency in geospatial analytics software (ENVI), image processing, remote sensing applications, spatial statistics, satellite imagery interpretation, GIS modeling.",Expert Level
Ferri,Female,"Capitol Hill, Saipan",6.6,Civil Engineer,Ph.D. in Civil Engineering,"Expertise in construction project management, scheduling, resource allocation, budgeting, risk management, quality control, stakeholder communication, procurement.",Expert Level
Carter,Male,Madrid,7.6,Civil Engineer,B.E in Civil Engineering,"Advanced proficiency in geotechnical earthquake engineering, liquefaction analysis, ground motion modeling, seismic hazard assessment, soil-structure interaction, performance-based design.",Expert Level
Connor,Female,Cairo,5.3,Civil Engineer,M.Sc. in Civil Engineering,"Specialization in sustainable transportation planning, active transportation design, complete streets principles, bike lane design, pedestrian safety analysis, transit-oriented development.",Expert Level
Reid,Male,Banjul,6.5,Civil Engineer,B.E in Civil Engineering," Proficiency in hydraulic modeling software (InfoWorks ICM), flood risk assessment, drainage network design, stormwater management, climate change adaptation strategies.",Expert Level
Sandefur,Female,Oranjestad,7.5,Civil Engineer, Ph.D. in Civil Engineering,"Advanced knowledge in structural fire engineering, fire dynamics modeling, fire protection systems design, evacuation analysis, performance-based fire design, code development, fire safety consulting.",Expert Level
Bidwill,Male,City of Victoria,5.5,Civil Engineer,B.E in Civil Engineering,"Expertise in construction claims management, delay analysis, dispute resolution, contract administration, claims negotiation, expert witness testimony, construction law knowledge",Expert Level
Cone,Female,Seoul,5,Civil Engineer,M.Eng in Civil Engineering,"Specialization in pavement engineering, asphalt mix design, pavement management systems, pavement performance evaluation, pavement rehabilitation techniques, traffic loading analysis.",Expert Level
Saunders,Male,Funafuti,6.3,Civil Engineer,B.E in Civil Engineering,"Proficiency in environmental remediation technologies, groundwater remediation, soil vapor extraction, in-situ treatment methods, risk-based corrective action, remediation system optimization, regulatory negotiation",Expert Level
Liardet,Female,Amsterdam,7.3,Civil Engineer,Ph.D. in Civil Engineering," Expertise in construction safety management, OSHA regulations, safety training programs, job hazard analysis, safety inspections, incident investigation, safety culture promotion.",Expert Level
Wilkes,Male,Kyiv (also known as Kiev),5.3,Civil Engineer,B.E in Civil Engineering,"Advanced knowledge in computational fluid dynamics (CFD), turbulence modeling, multiphase flow simulation, fluid-structure interaction, software development, high-performance computing.",Expert Level
Boni,Male,Bandar Seri Begawan,8,Civil Engineer,M.Sc. in Civil Engineering," Specialization in land development planning, site layout design, grading design, stormwater management, utility coordination, site feasibility analysis, rezoning applications.",Expert Level
Patel,Female,Kuala Lumpur,6,Civil Engineer,Diploma in Civil Engineering,"Proficiency in transportation modeling software (VISUM), demand forecasting, mode choice analysis, transit planning, transportation network design, traffic simulation, infrastructure prioritization.",Expert Level
Howell-Price,Female,Baku,7,Civil Engineer,Diploma in Civil Engineering,"Expertise in environmental compliance auditing, regulatory reporting, environmental management systems (EMS), pollution prevention, sustainability initiatives, environmental due diligence.",Expert Level
Simpson,Male,Chisinau,7.6,Civil Engineer,BSCE,"familiarity with construction materials and methods, ability to interpret technical drawings and blueprints, and commitment to safety regulations and environmental sustainability.  strong analytical skills, leadership abilities, and adaptability to diverse project requirements",Expert Level
Rowland,Female,Male,0,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Planning/Organizing, Communication Proficiency, Technical Proficiency,
c / c++, unix, microsoft windows, c++, c, linux
",Beginner Level
Barnard,Male,Cockburn Town,0.1,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Creative Proficiency, Management Proficiency, Technical Proficiency,
.net, Winforms, WCF, WPF, MEF, c#, c++, CLEAR CASE, DATA MODEL, DESIGN PATTERNS, DICOM, ENTERPRISE ARCHitectLead, Scrum master, designer, Software Developer
",Beginner Level
Nnonso,Female,Jakarta,0.2,IT Consultant,BE /  B.Tech  ( Engineering )  ,"MS SQL Server, tsql, oracle, sql, plsql, basic postgresql
",Beginner Level
Pendred,Male,Jerusalem,0.3,IT Consultant,Diploma-Engineering ,"Interpersonal Abilities, Accomplishments, Technical Proficiency,
Rdbms, DBA, azure sql dba, Sql Server Dba, t-sql
",Beginner Level
Kanii,Female,Port Vila,0.4,IT Consultant,B.Sc.  ( Science )  ,"Planning/Organizing, Research Proficiency, Management Proficiency,
Itil Incident Management, Change Management, Problem Management, Incident Management, Service Management, Itsm
",Beginner Level
Afamefula,Male,Mbabane,0.5,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Technical Proficiency, Communication Proficiency, Accomplishments,
Power Bi, mssql, MS SQL Server, T-SQL, Ssas, Microsoft Business Intelligence, Msbi Ssrs, Ssis, Microsoft Excel, MS Excel, azure date warehouse, Python
",Beginner Level
Sims,Male,Luxembourg,0.6,IT Consultant,"Diploma in IT                   	","Creative Proficiency, Management Proficiency, Planning/Organizing,
cognos & amp; data warehousing
",Beginner Level
Knight,Female,Vientiane,0.7,IT Consultant,MCA /  PGDCA             ,"Management Proficiency, Planning/Organizing, Technical Proficiency,
SSIS, Data warehousing, SQL Server, Msbi Ssrs, Power Bi, Data Modeling
",Beginner Level
Obijiaku,Female,Naypyidaw,0.8,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Data Warehousing, Unix, AbInitio, Teradata, JIRA, sql, Tivoli Workload Scheduler
",Beginner Level
Hopkins,Male,Tehran,0.9,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Planning/Organizing, Management Proficiency, Research Proficiency,
SQL, PL / SQL, T-SQL, Informatica 8.6 / 9.1, eagle pace 11 / 13, eagle star, Data Analyst, data engineering, Data Warehousing, Business Intelligence, low code, no code, mendix, medm, Etl, Datastage, Informatica
",Beginner Level
Onio,Female,Canberra,1,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Management Proficiency, Communication Proficiency, Training/Mentoring,
SAP BO, Oracle sql-pl / sql, etl, Informatica, Data Warehousing, spotfire, Database, sap design studio
",Beginner Level
Black,Male,Damascus,1.1,IT Consultant,"B.Sc.  ( Science )             
                    	","Management Proficiency, Planning/Organizing, Communication Proficiency,
Project Manager, Transition, Quality Assurance, Test Manager, Change Manager, Problem Manager, Configuration, Release deployment, Business Relationship Manager, Knowledge Management, PMO, Datastage, MSBI Tester, VBA, SQL, SSIS, SSRS, ITIL, ITSM
",Beginner Level
Eluemuno,Female,Singapore,1.2,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Management Proficiency, Creative Proficiency, Communication Proficiency,
Business objects, Oracle PL / Sql, Informatica, Tableau, Sap Bods, Datawarehousing, Alteryx, Power Bi, JIRA, Agile Scrum
",Beginner Level
Doyle,Male,Algiers,1.3,IT Consultant,"BE /  B.Tech  ( Engineering )  , ME /  M.Tech. /  MS  ( Engg /  Sciences ) 
	                    
                    	","Technical Proficiency, Communication Proficiency, Creative Proficiency,
Executive Recruiter, It Recruitment, sourcer, IT Recruitment Consultant
",Beginner Level
Onyemere,Female,Kingston,1.4,IT Consultant,BE /  B.Tech  ( Engineering )  ,"Training/Mentoring, Interpersonal Abilities, Technical Proficiency,
Java, Spring Framework, Spring Boot, Hibernate, Maven, angular, Python
",Beginner Level
Rahman,Male,Hanoi,1.5,IT Consultant,"BE /  B.Tech  ( Engineering )  , MBA /  PGDM

	                    
                    	","Management Proficiency, Planning/Organizing, Training/Mentoring,
Brd, Business Analysis, Business Analyst, Business Analytics, Business Intelligence, Business Requirements, Consulting, Data Analysis, Data Analytics, Data Mining, Data Scientist, Deep Learning, Etl, Machine Learning, Market Research, Program Management, Python, R, R Shiny, Requirement Gathering, Requirements Gathering, Use Cases, Natural Language Processing, IOT, Digital Transformation
",Beginner Level
